IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
112392-26072023,2023-07-26,2023,21:40:31,21,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W2,0,8400410,E09000033,WESTMINSTER,Westminster,E05013793,BAYSWATER,BAYSWATER,,,525750,181450,,,London,Paddington,273.0,Paddington,372.0,North Kensington,2.0,2.0,2,60,388,1.0
053707-18042023,2023-04-18,2023,10:54:29,10,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,EN1,0,20702895,E09000010,ENFIELD,Enfield,E05013677,CARTERHATCH,CARTERHATCH,,,534750,197950,,,London,Enfield,126.0,Enfield,133.0,Enfield,1.0,2.0,2,275,1778,2.0
155955-07102023,2023-10-07,2023,19:30:19,19,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,WC2H 7LE,WC2H,10033537372,8400989,E09000033,WESTMINSTER,Westminster,E05013806,ST. JAMES'S,ST. JAMES'S,529895.0,180772.0,529850,180750,51.5109562028,-0.1295490023,London,Soho,452.0,Soho,,,1.0,1.0,1,60,388,1.0
099978-06072023,2023-07-06,2023,08:21:11,8,False Alarm,AFA,,Non Residential,Purpose built office ,Within same building,EC4N 6EU,EC4N,200000071208,8100105,E09000001,CITY OF LONDON,City Of london,E05009303,DOWGATE,DOWGATE,532745.0,180867.0,532750,180850,51.5111492171,-0.0884630436,London,Dowgate,498.0,Old Kent Road,,,1.0,1.0,1,60,388,1.0
063827-07052023,2023-05-07,2023,17:13:27,17,Fire,Secondary Fire,,Outdoor,Playground/Recreation area (not equipment),Open land/water - nearest gazetteer location,N9 7RH,N9,207190424,20704240,E09000010,ENFIELD,Enfield,E05013684,JUBILEE,JUBILEE,534407.0,194718.0,534450,194750,51.6352282875,-0.0592353874,London,Edmonton,281.0,Edmonton,,,1.0,1.0,1,60,388,1.0
022753-14022023,2023-02-14,2023,19:56:07,19,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,NW1,0,20400847,E09000007,CAMDEN,Camden,E05013668,REGENT'S PARK,REGENT'S PARK,,,529450,182450,,,London,Euston,173.0,Euston,,,1.0,1.0,1,60,364,1.0
167529-26102023,2023-10-26,2023,23:21:30,23,False Alarm,AFA,,Non Residential,Medical/health centre,Within same building,W1G 8BJ,W1G,10033545846,8401612,E09000033,WESTMINSTER,Westminster,E05013801,MARYLEBONE,MARYLEBONE,528577.0,181785.0,528550,181750,51.5203632118,-0.1481659082,London,Euston,320.0,Euston,,,1.0,1.0,1,60,388,1.0
087261-15062023,2023-06-15,2023,21:29:43,21,Special Service,Special Service,Hazardous Materials incident,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE7,0,20800351,E09000011,GREENWICH,Greenwich,E05014075,CHARLTON VILLAGE & RIVERSIDE,CHARLTON VILLAGE & RIVERSIDE,,,541950,178950,,,London,East Greenwich,331.0,Plumstead,,,1.0,1.0,3,419,2710,2.0
154507-05102023,2023-10-05,2023,09:39:34,9,Fire,Secondary Fire,,Outdoor,Canal/riverbank vegetation ,Open land/water - nearest gazetteer location,E14 7GA,E14,6654287,22702623,E09000030,TOWER HAMLETS,Tower Hamlets,E05009327,MILE END,MILE END,536918.0,181289.0,536950,181250,51.5139485881,-0.0282081432,London,Poplar,195.0,Poplar,,,1.0,1.0,1,60,388,1.0
069908-19052023,2023-05-19,2023,06:25:06,6,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,NW6,0,8401516,E09000033,WESTMINSTER,Westminster,E05013800,MAIDA VALE,MAIDA VALE,,,525650,183250,,,London,Paddington,292.0,Paddington,337.0,Paddington,3.0,5.0,5,108,698,3.0
161448-16102023,2023-10-16,2023,16:11:57,16,False Alarm,AFA,,Non Residential,Large supermarket ,Correct incident location,EN3 4HB,EN3,207131541,20705021,E09000010,ENFIELD,Enfield,E05013689,PONDERS END,PONDERS END,535199.0,196056.0,535150,196050,51.6470627803,-0.0472882843,London,Enfield,347.0,Edmonton,,,1.0,1.0,1,60,388,1.0
031268-04032023,2023-03-04,2023,01:28:49,1,Fire,Primary Fire,,Non Residential,Takeaway/ fast food ,Correct incident location,SE26 5UA,SE26,100023570437,22001951,E09000023,LEWISHAM,Lewisham,E05013731,SYDENHAM,SYDENHAM,535708.0,171482.0,535750,171450,51.4261044,-0.0494044,London,Forest Hill,346.0,Beckenham,616.0,Forest Hill,4.0,4.0,4,170,1031,5.0
103634-11072023,2023-07-11,2023,23:22:40,23,Special Service,Special Service,Hazardous Materials incident,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,SW15,0,22904379,E09000032,WANDSWORTH,Wandsworth,E05014017,ROEHAMPTON,ROEHAMPTON,,,522150,175350,,,London,Wandsworth,299.0,Wandsworth,299.0,Richmond,2.0,2.0,2,60,388,1.0
076833-31052023,2023-05-31,2023,02:14:17,2,False Alarm,AFA,,Other Residential,Nursing/Care Home/Hospice,Correct incident location,SE5 8NB,SE5,200003464214,22500652,E09000028,SOUTHWARK,Southwark,E05011115,ST. GILES,ST. GILES,533422.0,176703.0,533450,176750,51.4735666,-0.0802983,London,Peckham,248.0,New Cross,425.0,Peckham,2.0,2.0,2,60,388,1.0
128978-24082023,2023-08-24,2023,22:19:37,22,False Alarm,AFA,,Non Residential,Train station - platform (below ground) ,Within same building,WC2E 9LQ,WC2E,100023431292,8400849,E09000033,WESTMINSTER,Westminster,E05013806,ST. JAMES'S,ST. JAMES'S,530263.0,181007.0,530250,181050,51.5129896163,-0.1241575303,London,Soho,414.0,Lambeth,550.0,Dowgate,3.0,3.0,3,60,388,1.0
176260-10112023,2023-11-10,2023,16:32:51,16,False Alarm,AFA,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SW17,0,22901883,E09000032,WANDSWORTH,Wandsworth,E05014024,TOOTING BROADWAY,TOOTING BROADWAY,,,526950,171750,,,London,Tooting,330.0,Tooting,363.0,Tooting,1.0,2.0,2,60,388,1.0
181357-18112023,2023-11-18,2023,23:49:26,23,False Alarm,AFA,,Non Residential,Telephone exchange,Within same building,SE18 6AL,SE18,100023245444,20801395,E09000011,GREENWICH,Greenwich,E05014092,WOOLWICH ARSENAL,WOOLWICH ARSENAL,543843.0,178833.0,543850,178850,51.4901554353,0.0705164368,London,Plumstead,305.0,Plumstead,,,1.0,1.0,1,60,388,1.0
194514-11122023,2023-12-11,2023,09:47:32,9,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,DA16,0,20100441,E09000004,BEXLEY,Bexley,E05011226,FALCONWOOD & WELLING,FALCONWOOD & WELLING,,,547150,175750,,,London,Bexley,333.0,Bexley,537.0,Plumstead,2.0,2.0,2,60,388,1.0
043655-29032023,2023-03-29,2023,12:18:01,12,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,N19,0,21602886,E09000019,ISLINGTON,Islington,E05013712,TOLLINGTON,TOLLINGTON,,,530250,186850,,,London,Holloway,350.0,Kentish Town,361.0,Kentish Town,1.0,2.0,2,60,364,1.0
164271-21102023,2023-10-21,2023,04:36:37,4,Special Service,Special Service,Assist other agencies,Other Residential,Nursing/Care Home/Hospice,Within same building,BR1 3PW,BR1,100020395299,20302266,E09000006,BROMLEY,Bromley,E05013991,BROMLEY TOWN,BROMLEY TOWN,540261.0,170012.0,540250,170050,51.411788,0.01546,London,Bromley,243.0,Bromley,,,1.0,1.0,1,60,388,1.0
186663-28112023,2023-11-28,2023,09:03:53,9,False Alarm,AFA,,Non Residential,Single shop ,Within same building,W1C 2HR,W1C,10033540110,8400159,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,528752.0,181144.0,528750,181150,51.5145586,-0.1458824,London,Soho,363.0,Soho,,,1.0,1.0,1,60,388,1.0
061538-03052023,2023-05-03,2023,13:30:23,13,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,TW13,0,21500403,E09000018,HOUNSLOW,Hounslow,E05013615,HANWORTH PARK,HANWORTH PARK,,,511150,172150,,,London,Feltham,207.0,Feltham,,,1.0,1.0,1,60,388,1.0
084805-12062023,2023-06-12,2023,13:40:21,13,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,EN3,0,20702314,E09000010,ENFIELD,Enfield,E05013677,CARTERHATCH,CARTERHATCH,,,535150,197750,,,London,Enfield,192.0,Enfield,205.0,Enfield,1.0,2.0,2,60,388,1.0
190888-05122023,2023-12-05,2023,06:29:34,6,False Alarm,AFA,,Non Residential,Doctors surgery,Correct incident location,SW4 8JP,SW4,100023365012,21900348,E09000022,LAMBETH,Lambeth,E05014101,CLAPHAM PARK,CLAPHAM PARK,529670.0,174196.0,529650,174150,51.451908,-0.135209,London,Clapham,148.0,Clapham,270.0,Clapham,1.0,2.0,2,60,388,1.0
010889-22012023,2023-01-22,2023,23:24:20,23,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,W1B 5BT,W1B,200001528167,8401217,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,529160.0,180960.0,529150,180950,51.512812,-0.140073,London,Soho,342.0,Euston,,,1.0,1.0,1,60,364,1.0
128902-24082023,2023-08-24,2023,19:35:13,19,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,DA6,0,20100632,E09000004,BEXLEY,Bexley,E05011223,CROOK LOG,CROOK LOG,,,547850,174750,,,London,Bexley,405.0,Bexley,,,1.0,1.0,1,60,388,1.0
167150-26102023,2023-10-26,2023,10:16:11,10,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,N17 6SB,N17,100023164405,21106680,E09000014,HARINGEY,Haringey,E05013587,BRUCE CASTLE,BRUCE CASTLE,533813.0,190184.0,533850,190150,51.5946276474,-0.0695418766,London,Tottenham,133.0,Tottenham,155.0,Tottenham,1.0,2.0,2,60,388,1.0
088841-18062023,2023-06-18,2023,10:27:38,10,Fire,Primary Fire,,Non Residential,Single shop ,Correct incident location,EN2 6BE,EN2,207178613,20702600,E09000010,ENFIELD,Enfield,E05013693,TOWN,TOWN,532711.0,196540.0,532750,196550,51.6519997548,-0.0830388168,London,Enfield,413.0,Enfield,468.0,Southgate,2.0,2.0,2,60,388,1.0
077334-31052023,2023-05-31,2023,23:03:21,23,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,N15,0,21103029,E09000014,HARINGEY,Haringey,E05013598,SEVEN SISTERS,SEVEN SISTERS,,,533250,189050,,,London,Tottenham,244.0,Stoke Newington,359.0,Stoke Newington,2.0,2.0,2,60,388,1.0
205382-30122023,2023-12-30,2023,21:05:27,21,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,CR0,0,20502613,E09000008,CROYDON,Croydon,E05011468,FAIRFIELD,FAIRFIELD,,,532350,165250,,,London,Croydon,308.0,Croydon,496.0,Norbury,2.0,2.0,2,60,388,1.0
133385-01092023,2023-09-01,2023,14:33:02,14,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,IG1,0,22302620,E09000026,REDBRIDGE,Redbridge,E05011241,CRANBROOK,CRANBROOK,,,543150,188050,,,London,Ilford,631.0,Leytonstone,724.0,Stratford,2.0,2.0,2,60,388,1.0
199619-20122023,2023-12-20,2023,02:30:12,2,False Alarm,False alarm - Malicious,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,E15,0,22201442,E09000025,NEWHAM,Newham,E05013927,WEST HAM,WEST HAM,,,539550,184250,,,London,Stratford,152.0,Stratford,363.0,Leytonstone,2.0,2.0,2,60,388,1.0
141153-13092023,2023-09-13,2023,05:43:17,5,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,SE7,0,20801547,E09000011,GREENWICH,Greenwich,E05014075,CHARLTON VILLAGE & RIVERSIDE,CHARLTON VILLAGE & RIVERSIDE,,,541150,177850,,,London,East Greenwich,381.0,East Greenwich,381.0,East Greenwich,1.0,2.0,2,60,388,1.0
043817-29032023,2023-03-29,2023,18:18:02,18,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W8,0,21700724,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009390,CAMPDEN,CAMPDEN,,,525450,180350,,,London,Kensington,325.0,Paddington,369.0,Paddington,1.0,2.0,2,60,364,1.0
073462-25052023,2023-05-25,2023,17:38:52,17,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E15,0,22201424,E09000025,NEWHAM,Newham,E05013927,WEST HAM,WEST HAM,,,539550,183650,,,London,Stratford,277.0,Stratford,,,1.0,1.0,1,60,388,2.0
077555-01062023,2023-06-01,2023,10:48:18,10,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,SE9,0,20801433,E09000011,GREENWICH,Greenwich,E05014079,ELTHAM TOWN & AVERY HILL,ELTHAM TOWN & AVERY HILL,,,542850,174650,,,London,Eltham,153.0,Eltham,,,1.0,1.0,1,60,388,1.0
045865-02042023,2023-04-02,2023,21:04:53,21,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE11,0,21900191,E09000022,LAMBETH,Lambeth,E05014105,KENNINGTON,KENNINGTON,,,530950,178550,,,London,Lambeth,218.0,Lambeth,,,1.0,1.0,1,60,388,1.0
089680-19062023,2023-06-19,2023,19:43:49,19,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N1,0,21604207,E09000019,ISLINGTON,Islington,E05013698,BARNSBURY,BARNSBURY,,,531250,183250,,,London,Euston,272.0,Islington,,,1.0,1.0,1,60,388,1.0
140075-11092023,2023-09-11,2023,08:31:27,8,Special Service,Special Service,Assist other agencies,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,SE17 2BW,SE17,10009790661,22502674,E09000028,SOUTHWARK,Southwark,E05011102,FARADAY,FARADAY,532979.0,177583.0,532950,177550,51.481579722,-0.0863383344,London,Peckham,2.0,Old Kent Road,,,1.0,1.0,1,60,388,1.0
150863-29092023,2023-09-29,2023,01:52:58,1,False Alarm,AFA,,Non Residential,Single shop ,Within same building,N1 9JY,N1,5300073307,21605664,E09000019,ISLINGTON,Islington,E05013700,CALEDONIAN,CALEDONIAN,530483.0,183037.0,530450,183050,51.531174,-0.1202497,London,Euston,242.0,Euston,277.0,Islington,2.0,2.0,2,60,388,1.0
003640-08012023,2023-01-08,2023,16:44:35,16,False Alarm,AFA,,Dwelling,Bungalow - single occupancy ,Correct incident location,,SE20,0,20303532,E09000006,BROMLEY,Bromley,E05014002,PENGE & CATOR,PENGE & CATOR,,,535050,169850,,,London,Beckenham,329.0,Beckenham,407.0,Woodside,2.0,2.0,2,60,364,1.0
133477-01092023,2023-09-01,2023,17:02:48,17,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Within same building,BR5 3BF,BR5,100023631496,20301140,E09000006,BROMLEY,Bromley,E05014007,ST. PAUL'S CRAY,ST. PAUL'S CRAY,546829.0,169804.0,546850,169850,51.4082576,0.1097483,London,Sidcup,380.0,Sidcup,696.0,Sidcup,1.0,2.0,2,60,388,1.0
094386-26062023,2023-06-26,2023,18:13:18,18,False Alarm,AFA,,Non Residential,Vehicle Repair Workshop,Correct incident location,W4 4LZ,W4,10091693518,21500226,E09000018,HOUNSLOW,Hounslow,E05013609,CHISWICK GUNNERSBURY,CHISWICK GUNNERSBURY,520228.0,178016.0,520250,178050,51.4883257746,-0.2697199418,London,Chiswick,124.0,Chiswick,,,1.0,1.0,1,60,388,1.0
199475-19122023,2023-12-19,2023,19:42:48,19,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SE11,0,21901437,E09000022,LAMBETH,Lambeth,E05014108,OVAL,OVAL,,,530850,178050,,,London,Lambeth,700.0,Peckham,,,1.0,1.0,1,60,388,1.0
058404-27042023,2023-04-27,2023,20:07:48,20,Special Service,Special Service,Animal assistance incidents,Dwelling,House - single occupancy ,Correct incident location,,E16,0,22201308,E09000025,NEWHAM,Newham,E05013906,CANNING TOWN NORTH,CANNING TOWN NORTH,,,539250,181850,,,London,Plaistow,368.0,Plaistow,,,1.0,1.0,1,60,388,1.0
127282-22082023,2023-08-22,2023,01:42:01,1,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W14,0,21000597,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,AVONMORE,AVONMORE,,,524450,178650,,,London,Hammersmith,266.0,Hammersmith,285.0,Hammersmith,1.0,2.0,2,77,498,1.0
181704-19112023,2023-11-19,2023,17:28:31,17,Special Service,Special Service,RTC,Road Vehicle,Car ,On land associated with building,RM13 9PN,RM13,10070703579,21300909,E09000016,HAVERING,Havering,E05013979,RAINHAM & WENNINGTON,RAINHAM & WENNINGTON,553137.0,182481.0,553150,182450,51.5204987893,0.2058710436,London,Wennington,152.0,Wennington,,,1.0,1.0,1,72,466,1.0
103176-11072023,2023-07-11,2023,06:59:31,6,Special Service,Special Service,RTC,Road Vehicle,Car ,Nearby address - no building in street,NW10 4UA,NW10,202043132,20200584,E09000005,BRENT,Brent,E05013501,HARLESDEN & KENSAL GREEN,HARLESDEN & KENSAL GREEN,521639.0,183133.0,521650,183150,51.5340115323,-0.2476453387,London,Park Royal,288.0,Willesden,363.0,Park Royal,2.0,2.0,2,113,731,2.0
136664-06092023,2023-09-06,2023,17:33:02,17,False Alarm,AFA,,Non Residential,Warehouse ,Correct incident location,NW10 6SX,NW10,12155343,20601603,E09000009,EALING,Ealing,E05013527,NORTH ACTON,NORTH ACTON,520989.0,182257.0,520950,182250,51.5262756,-0.25732,London,Park Royal,623.0,Acton,,,1.0,1.0,1,60,388,1.0
019837-09022023,2023-02-09,2023,02:14:17,2,Special Service,Special Service,Assist other agencies,Dwelling,Bungalow - single occupancy ,Correct incident location,,IG3,0,22302529,E09000026,REDBRIDGE,Redbridge,E05011248,MAYFIELD,MAYFIELD,,,545950,186350,,,London,Ilford,246.0,Ilford,,,1.0,1.0,1,60,364,1.0
136688-06092023,2023-09-06,2023,18:05:39,18,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,E9,0,20901831,E09000012,HACKNEY,Hackney,E05009376,HOMERTON,HOMERTON,,,535350,185350,,,London,Homerton,200.0,Homerton,445.0,Bethnal Green,2.0,2.0,2,60,388,1.0
168314-28102023,2023-10-28,2023,11:31:16,11,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,E9,0,20900534,E09000012,HACKNEY,Hackney,E05009379,KING'S PARK,KING'S PARK,,,536350,185450,,,London,Homerton,165.0,Homerton,350.0,Leyton,2.0,3.0,3,60,388,1.0
136060-05092023,2023-09-05,2023,19:36:05,19,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W14,0,21000231,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,WEST KENSINGTON,WEST KENSINGTON,,,524450,178150,,,London,Hammersmith,318.0,Hammersmith,,,1.0,1.0,1,60,388,1.0
059918-30042023,2023-04-30,2023,12:03:20,12,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,E8,0,20900649,E09000012,HACKNEY,Hackney,E05009372,HACKNEY CENTRAL,HACKNEY CENTRAL,,,534850,184950,,,London,Homerton,231.0,Homerton,399.0,Stoke Newington,2.0,2.0,2,60,388,1.0
082801-09062023,2023-06-09,2023,18:47:24,18,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SW11,0,22906921,E09000032,WANDSWORTH,Wandsworth,E05014014,LAVENDER,LAVENDER,,,527150,175250,,,London,Battersea,225.0,Battersea,,,1.0,1.0,1,60,388,1.0
067494-14052023,2023-05-14,2023,17:19:38,17,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SE10,0,20802876,E09000011,GREENWICH,Greenwich,E05014082,GREENWICH PENINSULA,GREENWICH PENINSULA,,,539750,179550,,,London,East Greenwich,409.0,East Greenwich,,,1.0,1.0,1,60,388,2.0
139366-10092023,2023-09-10,2023,07:18:06,7,Fire,Primary Fire,,Non Residential,Purpose built office ,Within same building,TW7 5QD,TW7,100023518535,21501550,E09000018,HOUNSLOW,Hounslow,E05013626,OSTERLEY & SPRING GROVE,OSTERLEY & SPRING GROVE,516202.0,177741.0,516250,177750,51.4866922,-0.327775,London,Heston,327.0,Heston,343.0,Heston,1.0,2.0,2,60,388,1.0
001048-02012023,2023-01-02,2023,20:32:00,20,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,TW14,0,21501040,E09000018,HOUNSLOW,Hounslow,E05013606,BEDFONT,BEDFONT,,,509450,173450,,,London,Feltham,231.0,Feltham,249.0,Feltham,1.0,2.0,2,60,364,1.0
187641-29112023,2023-11-29,2023,21:07:11,21,Special Service,Special Service,No action (not false alarm),Non Residential,Other private non-residential building ,Within same building,,N4,0,21104027,E09000014,HARINGEY,Haringey,E05013591,HERMITAGE & GARDENS,HERMITAGE & GARDENS,,,532450,187950,,,London,Tottenham,,,,,,,1,60,388,2.0
066885-13052023,2023-05-13,2023,14:01:29,14,False Alarm,False alarm - Good intent,,Non Residential,Restaurant/cafe,Correct incident location,SW1Y 4RF,SW1Y,10033595660,8400095,E09000033,WESTMINSTER,Westminster,E05013806,ST. JAMES'S,ST. JAMES'S,529721.0,180509.0,529750,180550,51.5086341148,-0.1321575664,London,Soho,337.0,Soho,678.0,Lambeth,2.0,2.0,2,64,414,1.0
085349-13062023,2023-06-13,2023,02:08:32,2,False Alarm,False alarm - Good intent,,Outdoor Structure,Common external bin storage area,In street outside gazetteer location,SE11 4EN,SE11,100021855937,21900784,E09000022,LAMBETH,Lambeth,E05014105,KENNINGTON,KENNINGTON,531395.0,178369.0,531350,178350,51.4890210907,-0.1088389959,London,Lambeth,215.0,Lambeth,,,1.0,1.0,1,60,388,1.0
184243-24112023,2023-11-24,2023,08:16:27,8,Special Service,Special Service,Assist other agencies,Non Residential,Restaurant/cafe,Correct incident location,N1 4QT,N1,5300066774,21606695,E09000019,ISLINGTON,Islington,E05013709,MILDMAY,MILDMAY,532699.0,184978.0,532650,184950,51.5481004,-0.0875897,London,Islington,273.0,Islington,,,1.0,1.0,1,81,524,1.0
138313-08092023,2023-09-08,2023,21:41:18,21,False Alarm,False alarm - Good intent,,Outdoor,Road surface/pavement ,On land associated with building,UB4 0HR,UB4,10092984627,21400504,E09000017,HILLINGDON,Hillingdon,E05013564,BELMORE,BELMORE,511232.0,180924.0,511250,180950,51.5163026679,-0.3983176331,London,Southall,323.0,Southall,402.0,Hillingdon,2.0,2.0,2,60,388,1.0
